-0.030772,0.028154,0,0,0,0
-0.12086,-0.0048682,0,0.1,0,0
-0.16035,-9.6123e-05,0,0.2,0,0
-0.185,-0.00013129,0,0.3,0,0
-0.19681,-6.1241e-05,0,0.4,0,0
-0.1987,-3.0431e-05,0,0.5,0,0
-0.19093,0.00043362,0,0.6,0,0
-0.17183,-0.0011724,0,0.7,0,0
-0.13688,0.0068096,0,0.8,0,0
-0.068639,-0.017841,0,0.9,0,0
0.044352,0.044007,0,1,0,0
0.0059202,0.11331,0,0,0.1,0
-0.049792,0.058277,0,0.1,0.1,0
-0.094015,0.037829,0,0.2,0.1,0
-0.12032,0.02028,0,0.3,0.1,0
-0.13432,0.0094362,0,0.4,0.1,0
-0.1394,0.00012032,0,0.5,0.1,0
-0.13628,-0.0091262,0,0.6,0.1,0
-0.12464,-0.020438,0,0.7,0.1,0
-0.10223,-0.034647,0,0.8,0.1,0
-0.067751,-0.071711,0,0.9,0.1,0
-0.020064,-0.070174,0,1,0.1,0
0.00024276,0.13293,0,0,0.2,0
-0.02057,0.095536,0,0.1,0.2,0
-0.036223,0.058642,0,0.2,0.2,0
-0.047827,0.034018,0,0.3,0.2,0
-0.055038,0.016066,0,0.4,0.2,0
-0.057298,0.00010479,0,0.5,0.2,0
-0.05457,-0.015658,0,0.6,0.2,0
-0.046683,-0.034397,0,0.7,0.2,0
-0.033347,-0.057352,0,0.8,0.2,0
-0.015751,-0.098811,0,0.9,0.2,0
0.0088149,-0.12386,0,1,0.2,0
0.00027789,0.13548,0,0,0.3,0
-0.00022809,0.10827,0,0.1,0.3,0
-0.00427,0.067406,0,0.2,0.3,0
-0.009334,0.041511,0,0.3,0.3,0
-0.012625,0.019574,0,0.4,0.3,0
-0.013777,0.00011832,0,0.5,0.3,0
-0.012762,-0.019257,0,0.6,0.3,0
-0.0097235,-0.041344,0,0.7,0.3,0
-0.0052656,-0.067744,0,0.8,0.3,0
-0.00082706,-0.10763,0,0.9,0.3,0
-0.0016514,-0.1373,0,1,0.3,0
0.00018221,0.12618,0,0,0.4,0
0.0094556,0.1064,0,0.1,0.4,0
0.013856,0.067985,0,0.2,0.4,0
0.015606,0.043033,0,0.3,0.4,0
0.016292,0.020333,0,0.4,0.4,0
0.016455,0.0001193,0,0.5,0.4,0
0.016399,-0.020185,0,0.6,0.4,0
0.015917,-0.042679,0,0.7,0.4,0
0.014309,-0.06884,0,0.8,0.4,0
0.0098456,-0.10416,0,0.9,0.4,0
0.00078152,-0.13389,0,1,0.4,0
9.903e-05,0.11078,0,0,0.5,0
0.015011,0.09685,0,0.1,0.5,0
0.024744,0.062729,0,0.2,0.5,0
0.030556,0.040298,0,0.3,0.5,0
0.033638,0.019143,0,0.4,0.5,0
0.034603,0.000113,0,0.5,0.5,0
0.033661,-0.019077,0,0.6,0.5,0
0.030596,-0.039922,0,0.7,0.5,0
0.024788,-0.063759,0,0.8,0.5,0
0.015128,-0.093731,0,0.9,0.5,0
4.343e-06,-0.1215,0,1,0.5,0
-4.8407e-05,0.091993,0,0,0.6,0
0.018135,0.082722,0,0.1,0.6,0
0.03109,0.053609,0,0.2,0.6,0
0.039625,0.034757,0,0.3,0.6,0
0.044473,0.016539,0,0.4,0.6,0
0.046063,9.2705e-05,0,0.5,0.6,0
0.044548,-0.016529,0,0.6,0.6,0
0.039773,-0.034378,0,0.7,0.6,0
0.031253,-0.05473,0,0.8,0.6,0
0.018264,-0.079161,0,0.9,0.6,0
8.8286e-05,-0.10429,0,1,0.6,0
0.00034359,0.071046,0,0,0.7,0
0.020284,0.06586,0,0.1,0.7,0
0.035445,0.042005,0,0.2,0.7,0
0.045722,0.027363,0,0.3,0.7,0
0.051663,0.01298,0,0.4,0.7,0
0.053597,7.2874e-05,0,0.5,0.7,0
0.051654,-0.013023,0,0.6,0.7,0
0.045671,-0.026963,0,0.7,0.7,0
0.035302,-0.04317,0,0.8,0.7,0
0.020239,-0.062023,0,0.9,0.7,0
2.1793e-05,-0.08441,0,1,0.7,0
-0.0015754,0.048212,0,0,0.8,0
0.021906,0.046973,0,0.1,0.8,0
0.038732,0.028656,0,0.2,0.8,0
0.050355,0.01878,0,0.3,0.8,0
0.057097,0.0088134,0,0.4,0.8,0
0.059365,5.2757e-05,0,0.5,0.8,0
0.057295,-0.0088833,0,0.6,0.8,0
0.05078,-0.018333,0,0.7,0.8,0
0.039518,-0.030018,0,0.8,0.8,0
0.022748,-0.042689,0,0.9,0.8,0
-2.0588e-05,-0.062567,0,1,0.8,0
0.0048625,0.021225,0,0,0.9,0
0.027549,0.026179,0,0.1,0.9,0
0.045216,0.014285,0,0.2,0.9,0
0.056867,0.0094568,0,0.3,0.9,0
0.063367,0.0043771,0,0.4,0.9,0
0.065282,1.8189e-05,0,0.5,0.9,0
0.062737,-0.0044301,0,0.6,0.9,0
0.055556,-0.0092009,0,0.7,0.9,0
0.042842,-0.015539,0,0.8,0.9,0
0.023667,-0.020936,0,0.9,0.9,0
-0.00091256,-0.039328,0,1,0.9,0
-0.013288,-0.013402,0,0,1,0
0.021713,0.0055798,0,0.1,1,0
0.043859,-0.0020467,0,0.2,1,0
0.057542,0.00048442,0,0.3,1,0
0.06572,-0.00016984,0,0.4,1,0
0.069171,3.1669e-05,0,0.5,1,0
0.068259,7.9331e-06,0,0.6,1,0
0.062908,2.1012e-05,0,0.7,1,0
0.052489,4.4807e-05,0,0.8,1,0
0.036829,0.0010727,0,0.9,1,0
0.0074567,-0.0082373,0,1,1,0
